odor_identity,glomerulus,relative_weight,neuron_role,root_id,side,cell_class,cell_type,hemibrain_type,top_nt,seed_weight,selection_status
OCT_3-octanol,DM6,1.0,ORN,720575940609590596,left,olfactory,ORN_DM6,ORN_DM6,acetylcholine,0.019230769230769232,selected
OCT_3-octanol,DM6,1.0,ORN,720575940611885541,left,olfactory,ORN_DM6,ORN_DM6,acetylcholine,0.019230769230769232,selected
OCT_3-octanol,DM6,1.0,ORN,720575940616551563,left,olfactory,ORN_DM6,ORN_DM6,acetylcholine,0.019230769230769232,selected
OCT_3-octanol,DM6,1.0,ORN,720575940617022277,left,olfactory,ORN_DM6,ORN_DM6,acetylcholine,0.019230769230769232,selected
OCT_3-octanol,DM6,1.0,ORN,720575940617089876,left,olfactory,ORN_DM6,ORN_DM6,acetylcholine,0.019230769230769232,selected
OCT_3-octanol,DM6,1.0,ORN,720575940617308673,left,olfactory,ORN_DM6,ORN_DM6,acetylcholine,0.019230769230769232,selected
OCT_3-octanol,DM6,1.0,ORN,720575940617479169,left,olfactory,ORN_DM6,ORN_DM6,acetylcholine,0.019230769230769232,selected
OCT_3-octanol,DM6,1.0,ORN,720575940617598621,left,olfactory,ORN_DM6,ORN_DM6,acetylcholine,0.019230769230769232,selected
OCT_3-octanol,DM6,1.0,ORN,720575940619903664,left,olfactory,ORN_DM6,ORN_DM6,acetylcholine,0.019230769230769232,selected
OCT_3-octanol,DM6,1.0,ORN,720575940619937140,left,olfactory,ORN_DM6,ORN_DM6,acetylcholine,0.019230769230769232,selected
OCT_3-octanol,DM6,1.0,ORN,720575940620146523,left,olfactory,ORN_DM6,ORN_DM6,acetylcholine,0.019230769230769232,selected
OCT_3-octanol,DM6,1.0,ORN,720575940620421255,left,olfactory,ORN_DM6,ORN_DM6,acetylcholine,0.019230769230769232,selected
OCT_3-octanol,DM6,1.0,ORN,720575940620750716,left,olfactory,ORN_DM6,ORN_DM6,acetylcholine,0.019230769230769232,selected
OCT_3-octanol,DM6,1.0,ORN,720575940620805545,left,olfactory,ORN_DM6,ORN_DM6,acetylcholine,0.019230769230769232,selected
OCT_3-octanol,DM6,1.0,ORN,720575940621929471,left,olfactory,ORN_DM6,ORN_DM6,acetylcholine,0.019230769230769232,selected
OCT_3-octanol,DM6,1.0,ORN,720575940622269734,left,olfactory,ORN_DM6,ORN_DM6,acetylcholine,0.019230769230769232,selected
OCT_3-octanol,DM6,1.0,ORN,720575940622751270,left,olfactory,ORN_DM6,ORN_DM6,acetylcholine,0.019230769230769232,selected
OCT_3-octanol,DM6,1.0,ORN,720575940625613514,left,olfactory,ORN_DM6,ORN_DM6,acetylcholine,0.019230769230769232,selected
OCT_3-octanol,DM6,1.0,ORN,720575940627431080,left,olfactory,ORN_DM6,ORN_DM6,acetylcholine,0.019230769230769232,selected
OCT_3-octanol,DM6,1.0,ORN,720575940627948111,left,olfactory,ORN_DM6,ORN_DM6,acetylcholine,0.019230769230769232,selected
OCT_3-octanol,DM6,1.0,ORN,720575940628009771,left,olfactory,ORN_DM6,ORN_DM6,acetylcholine,0.019230769230769232,selected
OCT_3-octanol,DM6,1.0,ORN,720575940628198759,left,olfactory,ORN_DM6,ORN_DM6,acetylcholine,0.019230769230769232,selected
OCT_3-octanol,DM6,1.0,ORN,720575940628225323,left,olfactory,ORN_DM6,ORN_DM6,acetylcholine,0.019230769230769232,selected
OCT_3-octanol,DM6,1.0,ORN,720575940629724411,left,olfactory,ORN_DM6,ORN_DM6,acetylcholine,0.019230769230769232,selected
OCT_3-octanol,DM6,1.0,ORN,720575940630835195,left,olfactory,ORN_DM6,ORN_DM6,serotonin,0.019230769230769232,selected
OCT_3-octanol,DM6,1.0,ORN,720575940630915748,left,olfactory,ORN_DM6,ORN_DM6,acetylcholine,0.019230769230769232,selected
OCT_3-octanol,DM6,1.0,ORN,720575940633211031,left,olfactory,ORN_DM6,ORN_DM6,acetylcholine,0.019230769230769232,selected
OCT_3-octanol,DM6,1.0,ORN,720575940607948483,right,olfactory,ORN_DM6,ORN_DM6,acetylcholine,0.019230769230769232,selected
OCT_3-octanol,DM6,1.0,ORN,720575940614378463,right,olfactory,ORN_DM6,ORN_DM6,acetylcholine,0.019230769230769232,selected
OCT_3-octanol,DM6,1.0,ORN,720575940615758395,right,olfactory,ORN_DM6,ORN_DM6,acetylcholine,0.019230769230769232,selected
OCT_3-octanol,DM6,1.0,ORN,720575940618242353,right,olfactory,ORN_DM6,ORN_DM6,acetylcholine,0.019230769230769232,selected
OCT_3-octanol,DM6,1.0,ORN,720575940619440878,right,olfactory,ORN_DM6,ORN_DM6,acetylcholine,0.019230769230769232,selected
OCT_3-octanol,DM6,1.0,ORN,720575940619603024,right,olfactory,ORN_DM6,ORN_DM6,acetylcholine,0.019230769230769232,selected
OCT_3-octanol,DM6,1.0,ORN,720575940620847342,right,olfactory,ORN_DM6,ORN_DM6,acetylcholine,0.019230769230769232,selected
OCT_3-octanol,DM6,1.0,ORN,720575940621625349,right,olfactory,ORN_DM6,ORN_DM6,acetylcholine,0.019230769230769232,selected
OCT_3-octanol,DM6,1.0,ORN,720575940621629189,right,olfactory,ORN_DM6,ORN_DM6,acetylcholine,0.019230769230769232,selected
OCT_3-octanol,DM6,1.0,ORN,720575940622624234,right,olfactory,ORN_DM6,ORN_DM6,acetylcholine,0.019230769230769232,selected
OCT_3-octanol,DM6,1.0,ORN,720575940624365500,right,olfactory,ORN_DM6,ORN_DM6,acetylcholine,0.019230769230769232,selected
OCT_3-octanol,DM6,1.0,ORN,720575940624366835,right,olfactory,ORN_DM6,ORN_DM6,acetylcholine,0.019230769230769232,selected
OCT_3-octanol,DM6,1.0,ORN,720575940626516026,right,olfactory,ORN_DM6,ORN_DM6,acetylcholine,0.019230769230769232,selected
OCT_3-octanol,DM6,1.0,ORN,720575940626529448,right,olfactory,ORN_DM6,ORN_DM6,acetylcholine,0.019230769230769232,selected
OCT_3-octanol,DM6,1.0,ORN,720575940627948367,right,olfactory,ORN_DM6,ORN_DM6,acetylcholine,0.019230769230769232,selected
OCT_3-octanol,DM6,1.0,ORN,720575940628246121,right,olfactory,ORN_DM6,ORN_DM6,acetylcholine,0.019230769230769232,selected
OCT_3-octanol,DM6,1.0,ORN,720575940628390811,right,olfactory,ORN_DM6,ORN_DM6,acetylcholine,0.019230769230769232,selected
OCT_3-octanol,DM6,1.0,ORN,720575940628619319,right,olfactory,ORN_DM6,ORN_DM6,acetylcholine,0.019230769230769232,selected
OCT_3-octanol,DM6,1.0,ORN,720575940629497431,right,olfactory,ORN_DM6,ORN_DM6,acetylcholine,0.019230769230769232,selected
OCT_3-octanol,DM6,1.0,ORN,720575940629767161,right,olfactory,ORN_DM6,ORN_DM6,acetylcholine,0.019230769230769232,selected
OCT_3-octanol,DM6,1.0,ORN,720575940630958673,right,olfactory,ORN_DM6,ORN_DM6,acetylcholine,0.019230769230769232,selected
OCT_3-octanol,DM6,1.0,ORN,720575940638957400,right,olfactory,ORN_DM6,ORN_DM6,acetylcholine,0.019230769230769232,selected
OCT_3-octanol,DM6,1.0,ORN,720575940639030094,right,olfactory,ORN_DM6,ORN_DM6,acetylcholine,0.019230769230769232,selected
OCT_3-octanol,DM6,1.0,ORN,720575940642455200,right,olfactory,ORN_DM6,ORN_DM6,acetylcholine,0.019230769230769232,selected
OCT_3-octanol,DM6,1.0,ORN,720575940659835009,right,olfactory,ORN_DM6,ORN_DM6,acetylcholine,0.019230769230769232,selected
OCT_3-octanol,DM6,1.0,PN,720575940620437339,left,ALPN,DM6_adPN,DM6_adPN,acetylcholine,0.16666666666666666,selected
OCT_3-octanol,DM6,1.0,PN,720575940622785062,left,ALPN,DM6_adPN,DM6_adPN,acetylcholine,0.16666666666666666,selected
OCT_3-octanol,DM6,1.0,PN,720575940631328104,left,ALPN,DM6_adPN,DM6_adPN,acetylcholine,0.16666666666666666,selected
OCT_3-octanol,DM6,1.0,PN,720575940612699761,right,ALPN,DM6_adPN,DM6_adPN,acetylcholine,0.16666666666666666,selected
OCT_3-octanol,DM6,1.0,PN,720575940623902471,right,ALPN,DM6_adPN,DM6_adPN,acetylcholine,0.16666666666666666,selected
OCT_3-octanol,DM6,1.0,PN,720575940625493400,right,ALPN,DM6_adPN,DM6_adPN,acetylcholine,0.16666666666666666,selected
OCT_3-octanol,DC2,0.9,ORN,720575940611045781,left,olfactory,ORN_DC2,ORN_DC2,acetylcholine,0.045,selected
OCT_3-octanol,DC2,0.9,ORN,720575940617739333,left,olfactory,ORN_DC2,ORN_DC2,acetylcholine,0.045,selected
OCT_3-octanol,DC2,0.9,ORN,720575940620217782,left,olfactory,ORN_DC2,ORN_DC2,acetylcholine,0.045,selected
OCT_3-octanol,DC2,0.9,ORN,720575940621182889,left,olfactory,ORN_DC2,ORN_DC2,acetylcholine,0.045,selected
OCT_3-octanol,DC2,0.9,ORN,720575940628061968,left,olfactory,ORN_DC2,ORN_DC2,acetylcholine,0.045,selected
OCT_3-octanol,DC2,0.9,ORN,720575940638339773,left,olfactory,ORN_DC2,ORN_DC2,acetylcholine,0.045,selected
OCT_3-octanol,DC2,0.9,ORN,720575940638773693,left,olfactory,ORN_DC2,ORN_DC2,acetylcholine,0.045,selected
OCT_3-octanol,DC2,0.9,ORN,720575940661296001,left,olfactory,ORN_DC2,ORN_DC2,acetylcholine,0.045,selected
OCT_3-octanol,DC2,0.9,ORN,720575940610873237,right,olfactory,ORN_DC2,ORN_DC2,acetylcholine,0.045,selected
OCT_3-octanol,DC2,0.9,ORN,720575940611161237,right,olfactory,ORN_DC2,ORN_DC2,acetylcholine,0.045,selected
OCT_3-octanol,DC2,0.9,ORN,720575940614110375,right,olfactory,ORN_DC2,ORN_DC2,acetylcholine,0.045,selected
OCT_3-octanol,DC2,0.9,ORN,720575940614236575,right,olfactory,ORN_DC2,ORN_DC2,acetylcholine,0.045,selected
OCT_3-octanol,DC2,0.9,ORN,720575940614327442,right,olfactory,ORN_DC2,ORN_DC2,acetylcholine,0.045,selected
OCT_3-octanol,DC2,0.9,ORN,720575940617454114,right,olfactory,ORN_DC2,ORN_DC2,acetylcholine,0.045,selected
OCT_3-octanol,DC2,0.9,ORN,720575940618903345,right,olfactory,ORN_DC2,ORN_DC2,acetylcholine,0.045,selected
OCT_3-octanol,DC2,0.9,ORN,720575940626631441,right,olfactory,ORN_DC2,ORN_DC2,acetylcholine,0.045,selected
OCT_3-octanol,DC2,0.9,ORN,720575940629557292,right,olfactory,ORN_DC2,ORN_DC2,acetylcholine,0.045,selected
OCT_3-octanol,DC2,0.9,ORN,720575940630807619,right,olfactory,ORN_DC2,ORN_DC2,acetylcholine,0.045,selected
OCT_3-octanol,DC2,0.9,ORN,720575940631313455,right,olfactory,ORN_DC2,ORN_DC2,acetylcholine,0.045,selected
OCT_3-octanol,DC2,0.9,ORN,720575940631450764,right,olfactory,ORN_DC2,ORN_DC2,acetylcholine,0.045,selected
OCT_3-octanol,DC2,0.9,PN,720575940616824588,left,ALPN,DC2_adPN,DC2_adPN,acetylcholine,0.225,selected
OCT_3-octanol,DC2,0.9,PN,720575940627160322,left,ALPN,DC2_adPN,DC2_adPN,acetylcholine,0.225,selected
OCT_3-octanol,DC2,0.9,PN,720575940630493818,right,ALPN,DC2_adPN,DC2_adPN,acetylcholine,0.225,selected
OCT_3-octanol,DC2,0.9,PN,720575940631193052,right,ALPN,DC2_adPN,DC2_adPN,acetylcholine,0.225,selected
OCT_3-octanol,DP1m,0.85,ORN,720575940608376132,left,olfactory,ORN_DP1m,ORN_DP1m,acetylcholine,0.0265625,selected
OCT_3-octanol,DP1m,0.85,ORN,720575940609924306,left,olfactory,ORN_DP1m,ORN_DP1m,acetylcholine,0.0265625,selected
OCT_3-octanol,DP1m,0.85,ORN,720575940610185221,left,olfactory,ORN_DP1m,ORN_DP1m,acetylcholine,0.0265625,selected
OCT_3-octanol,DP1m,0.85,ORN,720575940613118610,left,olfactory,ORN_DP1m,ORN_DP1m,acetylcholine,0.0265625,selected
OCT_3-octanol,DP1m,0.85,ORN,720575940613664874,left,olfactory,ORN_DP1m,ORN_DP1m,acetylcholine,0.0265625,selected
OCT_3-octanol,DP1m,0.85,ORN,720575940615696490,left,olfactory,ORN_DP1m,ORN_DP1m,acetylcholine,0.0265625,selected
OCT_3-octanol,DP1m,0.85,ORN,720575940617433142,left,olfactory,ORN_DP1m,ORN_DP1m,acetylcholine,0.0265625,selected
OCT_3-octanol,DP1m,0.85,ORN,720575940622242253,left,olfactory,ORN_DP1m,ORN_DP1m,acetylcholine,0.0265625,selected
OCT_3-octanol,DP1m,0.85,ORN,720575940622745834,left,olfactory,ORN_DP1m,ORN_DP1m,acetylcholine,0.0265625,selected
OCT_3-octanol,DP1m,0.85,ORN,720575940623274935,left,olfactory,ORN_DP1m,ORN_DP1m,acetylcholine,0.0265625,selected
OCT_3-octanol,DP1m,0.85,ORN,720575940628264721,left,olfactory,ORN_DP1m,ORN_DP1m,acetylcholine,0.0265625,selected
OCT_3-octanol,DP1m,0.85,ORN,720575940628599296,left,olfactory,ORN_DP1m,ORN_DP1m,acetylcholine,0.0265625,selected
OCT_3-octanol,DP1m,0.85,ORN,720575940628601344,left,olfactory,ORN_DP1m,ORN_DP1m,acetylcholine,0.0265625,selected
OCT_3-octanol,DP1m,0.85,ORN,720575940628677114,left,olfactory,ORN_DP1m,ORN_DP1m,acetylcholine,0.0265625,selected
OCT_3-octanol,DP1m,0.85,ORN,720575940633883744,left,olfactory,ORN_DP1m,ORN_DP1m,acetylcholine,0.0265625,selected
OCT_3-octanol,DP1m,0.85,ORN,720575940636767856,left,olfactory,ORN_DP1m,ORN_DP1m,acetylcholine,0.0265625,selected
OCT_3-octanol,DP1m,0.85,ORN,720575940617534676,right,olfactory,ORN_DP1m,ORN_DP1m,acetylcholine,0.0265625,selected
OCT_3-octanol,DP1m,0.85,ORN,720575940618293883,right,olfactory,ORN_DP1m,ORN_DP1m,acetylcholine,0.0265625,selected
OCT_3-octanol,DP1m,0.85,ORN,720575940619219627,right,olfactory,ORN_DP1m,ORN_DP1m,acetylcholine,0.0265625,selected
OCT_3-octanol,DP1m,0.85,ORN,720575940621482665,right,olfactory,ORN_DP1m,ORN_DP1m,acetylcholine,0.0265625,selected
OCT_3-octanol,DP1m,0.85,ORN,720575940623087859,right,olfactory,ORN_DP1m,ORN_DP1m,acetylcholine,0.0265625,selected
OCT_3-octanol,DP1m,0.85,ORN,720575940625154283,right,olfactory,ORN_DP1m,ORN_DP1m,acetylcholine,0.0265625,selected
OCT_3-octanol,DP1m,0.85,ORN,720575940626614405,right,olfactory,ORN_DP1m,ORN_DP1m,acetylcholine,0.0265625,selected
OCT_3-octanol,DP1m,0.85,ORN,720575940626811023,right,olfactory,ORN_DP1m,ORN_DP1m,acetylcholine,0.0265625,selected
OCT_3-octanol,DP1m,0.85,ORN,720575940627000582,right,olfactory,ORN_DP1m,ORN_DP1m,acetylcholine,0.0265625,selected
OCT_3-octanol,DP1m,0.85,ORN,720575940627214891,right,olfactory,ORN_DP1m,ORN_DP1m,acetylcholine,0.0265625,selected
OCT_3-octanol,DP1m,0.85,ORN,720575940628953210,right,olfactory,ORN_DP1m,ORN_DP1m,acetylcholine,0.0265625,selected
OCT_3-octanol,DP1m,0.85,ORN,720575940631630893,right,olfactory,ORN_DP1m,ORN_DP1m,acetylcholine,0.0265625,selected
OCT_3-octanol,DP1m,0.85,ORN,720575940633367377,right,olfactory,ORN_DP1m,ORN_DP1m,acetylcholine,0.0265625,selected
OCT_3-octanol,DP1m,0.85,ORN,720575940638513752,right,olfactory,ORN_DP1m,ORN_DP1m,acetylcholine,0.0265625,selected
OCT_3-octanol,DP1m,0.85,ORN,720575940642599328,right,olfactory,ORN_DP1m,ORN_DP1m,acetylcholine,0.0265625,selected
OCT_3-octanol,DP1m,0.85,ORN,720575940645728132,right,olfactory,ORN_DP1m,ORN_DP1m,acetylcholine,0.0265625,selected
OCT_3-octanol,DP1m,0.85,PN,720575940618308825,left,ALPN,DP1m_adPN,DP1m_adPN,acetylcholine,0.14166666666666666,selected
OCT_3-octanol,DP1m,0.85,PN,720575940616397122,left,ALPN,DP1m_vPN,DP1m_vPN,gaba,0.14166666666666666,selected
OCT_3-octanol,DP1m,0.85,PN,720575940656077473,left,ALPN,DP1m_vPN,DP1m_vPN,gaba,0.14166666666666666,selected
OCT_3-octanol,DP1m,0.85,PN,720575940622726271,right,ALPN,DP1m_adPN,DP1m_adPN,acetylcholine,0.14166666666666666,selected
OCT_3-octanol,DP1m,0.85,PN,720575940625207019,right,ALPN,DP1m_vPN,DP1m_vPN,gaba,0.14166666666666666,selected
OCT_3-octanol,DP1m,0.85,PN,720575940634658785,right,ALPN,DP1m_vPN,DP1m_vPN,gaba,0.14166666666666666,selected
OCT_3-octanol,DP1l,0.65,ORN,720575940606915849,left,olfactory,ORN_DP1l,ORN_DP1l,acetylcholine,0.027083333333333334,selected
OCT_3-octanol,DP1l,0.65,ORN,720575940619150040,left,olfactory,ORN_DP1l,ORN_DP1l,acetylcholine,0.027083333333333334,selected
OCT_3-octanol,DP1l,0.65,ORN,720575940621740493,left,olfactory,ORN_DP1l,ORN_DP1l,acetylcholine,0.027083333333333334,selected
OCT_3-octanol,DP1l,0.65,ORN,720575940622477508,left,olfactory,ORN_DP1l,ORN_DP1l,acetylcholine,0.027083333333333334,selected
OCT_3-octanol,DP1l,0.65,ORN,720575940623302669,left,olfactory,ORN_DP1l,ORN_DP1l,acetylcholine,0.027083333333333334,selected
OCT_3-octanol,DP1l,0.65,ORN,720575940623638967,left,olfactory,ORN_DP1l,ORN_DP1l,acetylcholine,0.027083333333333334,selected
OCT_3-octanol,DP1l,0.65,ORN,720575940626107800,left,olfactory,ORN_DP1l,ORN_DP1l,acetylcholine,0.027083333333333334,selected
OCT_3-octanol,DP1l,0.65,ORN,720575940628976887,left,olfactory,ORN_DP1l,ORN_DP1l,acetylcholine,0.027083333333333334,selected
OCT_3-octanol,DP1l,0.65,ORN,720575940630763390,left,olfactory,ORN_DP1l,ORN_DP1l,acetylcholine,0.027083333333333334,selected
OCT_3-octanol,DP1l,0.65,ORN,720575940643906340,left,olfactory,ORN_DP1l,ORN_DP1l,acetylcholine,0.027083333333333334,selected
OCT_3-octanol,DP1l,0.65,ORN,720575940647978804,left,olfactory,ORN_DP1l,ORN_DP1l,acetylcholine,0.027083333333333334,selected
OCT_3-octanol,DP1l,0.65,ORN,720575940653892257,left,olfactory,ORN_DP1l,ORN_DP1l,acetylcholine,0.027083333333333334,selected
OCT_3-octanol,DP1l,0.65,ORN,720575940609577518,right,olfactory,ORN_DP1l,ORN_DP1l,acetylcholine,0.027083333333333334,selected
OCT_3-octanol,DP1l,0.65,ORN,720575940610686162,right,olfactory,ORN_DP1l,ORN_DP1l,acetylcholine,0.027083333333333334,selected
OCT_3-octanol,DP1l,0.65,ORN,720575940613637782,right,olfactory,ORN_DP1l,ORN_DP1l,acetylcholine,0.027083333333333334,selected
OCT_3-octanol,DP1l,0.65,ORN,720575940620023024,right,olfactory,ORN_DP1l,ORN_DP1l,acetylcholine,0.027083333333333334,selected
OCT_3-octanol,DP1l,0.65,ORN,720575940620981274,right,olfactory,ORN_DP1l,ORN_DP1l,acetylcholine,0.027083333333333334,selected
OCT_3-octanol,DP1l,0.65,ORN,720575940623267559,right,olfactory,ORN_DP1l,ORN_DP1l,acetylcholine,0.027083333333333334,selected
OCT_3-octanol,DP1l,0.65,ORN,720575940624853600,right,olfactory,ORN_DP1l,ORN_DP1l,acetylcholine,0.027083333333333334,selected
OCT_3-octanol,DP1l,0.65,ORN,720575940627606375,right,olfactory,ORN_DP1l,ORN_DP1l,acetylcholine,0.027083333333333334,selected
OCT_3-octanol,DP1l,0.65,ORN,720575940627707753,right,olfactory,ORN_DP1l,ORN_DP1l,acetylcholine,0.027083333333333334,selected
OCT_3-octanol,DP1l,0.65,ORN,720575940628277147,right,olfactory,ORN_DP1l,ORN_DP1l,acetylcholine,0.027083333333333334,selected
OCT_3-octanol,DP1l,0.65,ORN,720575940628285450,right,olfactory,ORN_DP1l,ORN_DP1l,acetylcholine,0.027083333333333334,selected
OCT_3-octanol,DP1l,0.65,ORN,720575940631510865,right,olfactory,ORN_DP1l,ORN_DP1l,acetylcholine,0.027083333333333334,selected
OCT_3-octanol,DP1l,0.65,PN,720575940648650884,left,ALPN,DP1l_adPN,DP1l_adPN,acetylcholine,0.1625,selected
OCT_3-octanol,DP1l,0.65,PN,720575940631305068,left,ALPN,DP1l_vPN,DP1l_vPN,gaba,0.1625,selected
OCT_3-octanol,DP1l,0.65,PN,720575940635983770,right,ALPN,DP1l_adPN,DP1l_adPN,acetylcholine,0.1625,selected
OCT_3-octanol,DP1l,0.65,PN,720575940624106701,right,ALPN,DP1l_vPN,DP1l_vPN,gaba,0.1625,selected
OCT_3-octanol,DM2,0.65,ORN,720575940606698882,left,olfactory,ORN_DM2,ORN_DM2,serotonin,0.012037037037037037,selected
OCT_3-octanol,DM2,0.65,ORN,720575940609586645,left,olfactory,ORN_DM2,ORN_DM2,serotonin,0.012037037037037037,selected
OCT_3-octanol,DM2,0.65,ORN,720575940611696370,left,olfactory,ORN_DM2,ORN_DM2,serotonin,0.012037037037037037,selected
OCT_3-octanol,DM2,0.65,ORN,720575940613539478,left,olfactory,ORN_DM2,ORN_DM2,serotonin,0.012037037037037037,selected
OCT_3-octanol,DM2,0.65,ORN,720575940614427055,left,olfactory,ORN_DM2,ORN_DM2,serotonin,0.012037037037037037,selected
OCT_3-octanol,DM2,0.65,ORN,720575940614735372,left,olfactory,ORN_DM2,ORN_DM2,serotonin,0.012037037037037037,selected
OCT_3-octanol,DM2,0.65,ORN,720575940615747259,left,olfactory,ORN_DM2,ORN_DM2,serotonin,0.012037037037037037,selected
OCT_3-octanol,DM2,0.65,ORN,720575940616398898,left,olfactory,ORN_DM2,ORN_DM2,serotonin,0.012037037037037037,selected
OCT_3-octanol,DM2,0.65,ORN,720575940616713473,left,olfactory,ORN_DM2,ORN_DM2,serotonin,0.012037037037037037,selected
OCT_3-octanol,DM2,0.65,ORN,720575940617645652,left,olfactory,ORN_DM2,ORN_DM2,serotonin,0.012037037037037037,selected
OCT_3-octanol,DM2,0.65,ORN,720575940620577217,left,olfactory,ORN_DM2,ORN_DM2,serotonin,0.012037037037037037,selected
OCT_3-octanol,DM2,0.65,ORN,720575940620679233,left,olfactory,ORN_DM2,ORN_DM2,serotonin,0.012037037037037037,selected
OCT_3-octanol,DM2,0.65,ORN,720575940620932717,left,olfactory,ORN_DM2,ORN_DM2,serotonin,0.012037037037037037,selected
OCT_3-octanol,DM2,0.65,ORN,720575940622039551,left,olfactory,ORN_DM2,ORN_DM2,serotonin,0.012037037037037037,selected
OCT_3-octanol,DM2,0.65,ORN,720575940622685367,left,olfactory,ORN_DM2,ORN_DM2,acetylcholine,0.012037037037037037,selected
