condition,behavior_condition,root_id,priority_score,abs_score,score,target_direction,side,cell_class,cell_type,hemibrain_type,top_nt,mean_approach_margin,behavioral_side_asymmetry,memory_axis_abs_mass,response_laterality_abs,min_empirical_fdr_q
subtype_left_glutamate_enriched_kc_KCab-c_KCab,,720575940624539284,0.023409333299999998,0.020355942,0.015489272,activated,left,MBON,MBON18,MBON18,acetylcholine,,,,,
subtype_left_glutamate_enriched_kc_KCab-c_KCab,,720575940632535756,0.0216196895,0.01879973,0.014601495,activated,left,MBON,MBON14,MBON14,acetylcholine,,,,,
subtype_left_glutamate_enriched_kc_KCab-c_KCab,,720575940623201833,0.013543459149999998,0.011776921,0.0016650353,activated,left,MBON,MBON11,MBON11,gaba,,,,,
subtype_left_glutamate_enriched_kc_KCab-c_KCab,,720575940621040737,0.0125645352,0.010470446,0.0041935053,activated,left,DAN,PPL101,PPL101,dopamine,,,,,
subtype_left_glutamate_enriched_kc_KCab-m_KCab,,720575940624547622,0.16374865,0.13099892,0.07804084,activated,left,MBIN,APL,APL,gaba,,,,,
subtype_left_glutamate_enriched_kc_KCab-m_KCab,,720575940620975696,0.143784725,0.11502778,0.02770401,activated,left,MBIN,DPM,DPM,dopamine,,,,,
subtype_left_glutamate_enriched_kc_KCab-m_KCab,,720575940638028607,0.05946507399999999,0.05170876,0.03603619,activated,right,MBON,MBON06,MBON06,glutamate,,,,,
subtype_left_glutamate_enriched_kc_KCab-m_KCab,,720575940616463477,0.0403702762,0.035104588,0.01578748,activated,left,MBON,MBON22,MBON22,acetylcholine,,,,,
subtype_left_glutamate_enriched_kc_KCab-m_KCab,,720575940617302365,0.037611394,0.03270556,0.024621146,activated,left,MBON,MBON07,MBON07,glutamate,,,,,
subtype_left_glutamate_enriched_kc_KCab-m_KCab,,720575940624539284,0.036660730399999994,0.031878896,0.027787676,activated,left,MBON,MBON18,MBON18,acetylcholine,,,,,
subtype_left_glutamate_enriched_kc_KCab-m_KCab,,720575940652390134,0.0332430017,0.028906958,0.02081518,activated,left,MBON,MBON07,MBON07,glutamate,,,,,
subtype_left_glutamate_enriched_kc_KCab-m_KCab,,720575940643696288,0.033026983399999994,0.028719116,0.025975242,activated,left,MBON,MBON14,MBON14,acetylcholine,,,,,
subtype_left_glutamate_enriched_kc_KCab-m_KCab,,720575940632535756,0.030666776299999997,0.026666762,0.023347864,activated,left,MBON,MBON14,MBON14,acetylcholine,,,,,
subtype_left_glutamate_enriched_kc_KCab-m_KCab,,720575940630496374,0.020152977199999998,0.017524328,-0.017524328,suppressed,right,MBON,MBON05,MBON05,glutamate,,,,,
subtype_left_glutamate_enriched_kc_KCab-m_KCab,,720575940623201833,0.01984428385,0.017255899,0.009652551,activated,left,MBON,MBON11,MBON11,gaba,,,,,
subtype_left_glutamate_enriched_kc_KCab-m_KCab,,720575940617552340,0.014792768549999998,0.012863277,0.010242893,activated,right,MBON,MBON02,MBON02,gaba,,,,,
subtype_left_glutamate_enriched_kc_KCab-p_KCab-p,,720575940624547622,0.181721725,0.14537738,0.093270235,activated,left,MBIN,APL,APL,gaba,,,,,
subtype_left_glutamate_enriched_kc_KCab-p_KCab-p,,720575940620975696,0.1628029,0.13024232,0.041658517,activated,left,MBIN,DPM,DPM,dopamine,,,,,
subtype_left_glutamate_enriched_kc_KCab-p_KCab-p,,720575940638028607,0.0911878585,0.07929379,0.06462269,activated,right,MBON,MBON06,MBON06,glutamate,,,,,
subtype_left_glutamate_enriched_kc_KCab-p_KCab-p,,720575940617302365,0.0364371405,0.03168447,0.022624856,activated,left,MBON,MBON07,MBON07,glutamate,,,,,
subtype_left_glutamate_enriched_kc_KCab-p_KCab-p,,720575940652390134,0.02918761755,0.025380537,0.016177908,activated,left,MBON,MBON07,MBON07,glutamate,,,,,
subtype_left_glutamate_enriched_kc_KCab-p_KCab-p,,720575940628427369,0.0273060564,0.022755047,0.0225048,activated,left,DAN,PAM09,PAM09,dopamine,,,,,
subtype_left_glutamate_enriched_kc_KCab-p_KCab-p,,720575940630496374,0.020160746599999998,0.017531084,-0.017531084,suppressed,right,MBON,MBON05,MBON05,glutamate,,,,,
subtype_left_glutamate_enriched_kc_KCab-p_KCab-p,,720575940624442564,0.019736543999999998,0.01644712,0.016257273,activated,right,DAN,PAM09,PAM09,dopamine,,,,,
subtype_left_glutamate_enriched_kc_KCab-p_KCab-p,,720575940621861637,0.016284718799999997,0.013570599,0.013436056,activated,right,DAN,PAM09,PAM09,dopamine,,,,,
subtype_left_glutamate_enriched_kc_KCab-p_KCab-p,,720575940632535756,0.014348871999999999,0.01247728,0.0073574306,activated,left,MBON,MBON14,MBON14,acetylcholine,,,,,
subtype_left_glutamate_enriched_kc_KCab-p_KCab-p,,720575940628996455,0.013174518,0.010978765,0.010738057,activated,right,DAN,PAM09,PAM09,dopamine,,,,,
subtype_left_glutamate_enriched_kc_KCab-p_KCab-p,,720575940624661031,0.0129805776,0.010817148,0.0104343295,activated,right,DAN,PAM10,PAM10,dopamine,,,,,
subtype_left_glutamate_enriched_kc_KCab-s_KCab,,720575940624547622,0.1595664375,0.12765315,0.08029539,activated,left,MBIN,APL,APL,gaba,,,,,
subtype_left_glutamate_enriched_kc_KCab-s_KCab,,720575940620975696,0.1583308,0.12666464,0.039756373,activated,left,MBIN,DPM,DPM,dopamine,,,,,
subtype_left_glutamate_enriched_kc_KCab-s_KCab,,720575940638028607,0.06431404669999999,0.055925258,0.04185912,activated,right,MBON,MBON06,MBON06,glutamate,,,,,
subtype_left_glutamate_enriched_kc_KCab-s_KCab,,720575940617302365,0.0408966105,0.03556227,0.027683081,activated,left,MBON,MBON07,MBON07,glutamate,,,,,
subtype_left_glutamate_enriched_kc_KCab-s_KCab,,720575940652390134,0.039612066249999994,0.034445275,0.026656158,activated,left,MBON,MBON07,MBON07,glutamate,,,,,
subtype_left_glutamate_enriched_kc_KCab-s_KCab,,720575940624539284,0.03322867155,0.028894497,0.024971245,activated,left,MBON,MBON18,MBON18,acetylcholine,,,,,
subtype_left_glutamate_enriched_kc_KCab-s_KCab,,720575940632535756,0.03152305365,0.027411351,0.024042489,activated,left,MBON,MBON14,MBON14,acetylcholine,,,,,
subtype_left_glutamate_enriched_kc_KCab-s_KCab,,720575940643696288,0.029913333099999998,0.026011594,0.023298334,activated,left,MBON,MBON14,MBON14,acetylcholine,,,,,
subtype_left_glutamate_enriched_kc_KCab-s_KCab,,720575940617552340,0.022280157499999998,0.01937405,0.016804438,activated,right,MBON,MBON02,MBON02,gaba,,,,,
subtype_left_glutamate_enriched_kc_KCab-s_KCab,,720575940616463477,0.021120877,0.01836598,-0.0017506788,suppressed,left,MBON,MBON22,MBON22,acetylcholine,,,,,
subtype_left_glutamate_enriched_kc_KCab-s_KCab,,720575940631177803,0.0200901619,0.017469706,0.014861586,activated,left,MBON,MBON24,MBON24,acetylcholine,,,,,
subtype_left_glutamate_enriched_kc_KCab-s_KCab,,720575940630496374,0.0185985636,0.016172664,-0.016172664,suppressed,right,MBON,MBON05,MBON05,glutamate,,,,,
subtype_right_serotonin_enriched_kc_KCa_b_-ap1_KCapbp-ap1,,720575940625934094,0.20039512499999998,0.1603161,0.109421805,activated,right,MBIN,DPM,DPM,dopamine,,,,,
subtype_right_serotonin_enriched_kc_KCa_b_-ap1_KCapbp-ap1,,720575940613583001,0.164759025,0.13180722,0.10380582,activated,right,MBIN,APL,APL,gaba,,,,,
subtype_right_serotonin_enriched_kc_KCa_b_-ap1_KCapbp-ap1,,720575940624694503,0.059445616,0.05169184,0.047116738,activated,left,MBON,MBON03,MBON03,glutamate,,,,,
subtype_right_serotonin_enriched_kc_KCa_b_-ap1_KCapbp-ap1,,720575940607155890,0.05894098679999999,0.051253032,0.049092863,activated,right,MBON,MBON26,MBON26,acetylcholine,,,,,
subtype_right_serotonin_enriched_kc_KCa_b_-ap1_KCapbp-ap1,,720575940636992368,0.050497489,0.04391086,0.04391086,activated,right,MBON,MBON31,MBON31,gaba,,,,,
subtype_right_serotonin_enriched_kc_KCa_b_-ap1_KCapbp-ap1,,720575940620464321,0.042210195699999994,0.036704518,0.035403144,activated,left,MBON,MBON04,MBON04,glutamate,,,,,
subtype_right_serotonin_enriched_kc_KCa_b_-ap1_KCapbp-ap1,,720575940626744921,0.0296435339,0.025776986,0.02467383,activated,right,MBON,MBON16,MBON16,acetylcholine,,,,,
subtype_right_serotonin_enriched_kc_KCa_b_-ap1_KCapbp-ap1,,720575940614892182,0.0289332065,0.02515931,0.024627341,activated,right,MBON,MBON28,MBON28,acetylcholine,,,,,
subtype_right_serotonin_enriched_kc_KCa_b_-ap1_KCapbp-ap1,,720575940629856515,0.02886215605,0.025097527,0.022863481,activated,left,MBON,MBON09,MBON09,gaba,,,,,
subtype_right_serotonin_enriched_kc_KCa_b_-ap1_KCapbp-ap1,,720575940627594568,0.022902884399999997,0.019085737,0.01648249,activated,left,DAN,PPL103,PPL103,dopamine,,,,,
subtype_right_serotonin_enriched_kc_KCa_b_-ap1_KCapbp-ap1,,720575940623905719,0.02265785315,0.019702481,0.017469881,activated,right,MBON,MBON12,MBON12,acetylcholine,,,,,
subtype_right_serotonin_enriched_kc_KCa_b_-ap1_KCapbp-ap1,,720575940629422086,0.0199048371,0.017308554,0.015231605,activated,left,MBON,MBON09,MBON09,gaba,,,,,
subtype_right_serotonin_enriched_kc_KCa_b_-ap2_KCapbp-ap2,,720575940625934094,0.21883227500000002,0.17506582,0.12460745,activated,right,MBIN,DPM,DPM,dopamine,,,,,
subtype_right_serotonin_enriched_kc_KCa_b_-ap2_KCapbp-ap2,,720575940613583001,0.15849837499999997,0.1267987,0.10217929,activated,right,MBIN,APL,APL,gaba,,,,,
subtype_right_serotonin_enriched_kc_KCa_b_-ap2_KCapbp-ap2,,720575940624694503,0.09266608,0.0805792,0.07666202,activated,left,MBON,MBON03,MBON03,glutamate,,,,,
subtype_right_serotonin_enriched_kc_KCa_b_-ap2_KCapbp-ap2,,720575940626315010,0.03646116055,0.031705357,0.029179705,activated,right,MBON,MBON13,MBON13,acetylcholine,,,,,
subtype_right_serotonin_enriched_kc_KCa_b_-ap2_KCapbp-ap2,,720575940636992368,0.03414206365,0.029688751,0.02911731,activated,right,MBON,MBON31,MBON31,gaba,,,,,
subtype_right_serotonin_enriched_kc_KCa_b_-ap2_KCapbp-ap2,,720575940629856515,0.028821940549999998,0.025062557,0.022911642,activated,left,MBON,MBON09,MBON09,gaba,,,,,
subtype_right_serotonin_enriched_kc_KCa_b_-ap2_KCapbp-ap2,,720575940620464321,0.027061748249999996,0.023531955,0.022630982,activated,left,MBON,MBON04,MBON04,glutamate,,,,,
subtype_right_serotonin_enriched_kc_KCa_b_-ap2_KCapbp-ap2,,720575940626744921,0.025403684,0.02209016,0.020994503,activated,right,MBON,MBON16,MBON16,acetylcholine,,,,,
subtype_right_serotonin_enriched_kc_KCa_b_-ap2_KCapbp-ap2,,720575940629422086,0.024798185999999996,0.02156364,0.019593632,activated,left,MBON,MBON09,MBON09,gaba,,,,,
subtype_right_serotonin_enriched_kc_KCa_b_-ap2_KCapbp-ap2,,720575940623905719,0.0231600938,0.020139212,0.016094828,activated,right,MBON,MBON12,MBON12,acetylcholine,,,,,
subtype_right_serotonin_enriched_kc_KCa_b_-ap2_KCapbp-ap2,,720575940623001480,0.0221922055,0.01929757,0.015451464,activated,right,MBON,MBON12,MBON12,acetylcholine,,,,,
subtype_right_serotonin_enriched_kc_KCa_b_-ap2_KCapbp-ap2,,720575940627594568,0.01490001,0.012416675,0.009845026,activated,left,DAN,PPL103,PPL103,dopamine,,,,,
subtype_right_serotonin_enriched_kc_KCa_b_-m_KCapbp-m,,720575940625934094,0.23513496250000002,0.18810797,0.13399732,activated,right,MBIN,DPM,DPM,dopamine,,,,,
subtype_right_serotonin_enriched_kc_KCa_b_-m_KCapbp-m,,720575940613583001,0.1949695,0.1559756,0.1253254,activated,right,MBIN,APL,APL,gaba,,,,,
subtype_right_serotonin_enriched_kc_KCa_b_-m_KCapbp-m,,720575940624694503,0.079453477,0.06908998,0.06460433,activated,left,MBON,MBON03,MBON03,glutamate,,,,,
subtype_right_serotonin_enriched_kc_KCa_b_-m_KCapbp-m,,720575940626315010,0.0447928726,0.038950324,0.03707488,activated,right,MBON,MBON13,MBON13,acetylcholine,,,,,
subtype_right_serotonin_enriched_kc_KCa_b_-m_KCapbp-m,,720575940629422086,0.02981712755,0.025927937,0.023593083,activated,left,MBON,MBON09,MBON09,gaba,,,,,
subtype_right_serotonin_enriched_kc_KCa_b_-m_KCapbp-m,,720575940629856515,0.027346553799999996,0.023779612,0.021249767,activated,left,MBON,MBON09,MBON09,gaba,,,,,
subtype_right_serotonin_enriched_kc_KCa_b_-m_KCapbp-m,,720575940617760257,0.021088573499999996,0.01833789,0.017571473,activated,right,MBON,MBON17,MBON17,acetylcholine,,,,,
subtype_right_serotonin_enriched_kc_KCa_b_-m_KCapbp-m,,720575940620464321,0.018027771449999997,0.015676323,0.014376098,activated,left,MBON,MBON04,MBON04,glutamate,,,,,
subtype_right_serotonin_enriched_kc_KCa_b_-m_KCapbp-m,,720575940623905719,0.01553616765,0.013509711,0.010249687,activated,right,MBON,MBON12,MBON12,acetylcholine,,,,,
subtype_right_serotonin_enriched_kc_KCa_b_-m_KCapbp-m,,720575940627594568,0.014769334799999999,0.012307779,0.009549075,activated,left,DAN,PPL103,PPL103,dopamine,,,,,
subtype_right_serotonin_enriched_kc_KCa_b_-m_KCapbp-m,,720575940621164720,0.0138463979,0.012040346,-0.012040346,suppressed,left,MBON,MBON05,MBON05,acetylcholine,,,,,
subtype_right_serotonin_enriched_kc_KCa_b_-m_KCapbp-m,,720575940623001480,0.0138071737,0.012006238,0.009046391,activated,right,MBON,MBON12,MBON12,acetylcholine,,,,,
subtype_right_serotonin_enriched_kc_KCab-c_KCab,,720575940613583001,0.24882923750000002,0.19906339,0.12954336,activated,right,MBIN,APL,APL,gaba,,,,,
subtype_right_serotonin_enriched_kc_KCab-c_KCab,,720575940625934094,0.0955732125,0.07645857,0.0074600913,activated,right,MBIN,DPM,DPM,dopamine,,,,,
subtype_right_serotonin_enriched_kc_KCab-c_KCab,,720575940635063135,0.04500715439999999,0.039136656,0.018534325,activated,right,MBON,MBON22,MBON22,acetylcholine,,,,,
subtype_right_serotonin_enriched_kc_KCab-c_KCab,,720575940622997453,0.04025980604999999,0.035008527,0.027838051,activated,right,MBON,MBON18,MBON18,acetylcholine,,,,,
subtype_right_serotonin_enriched_kc_KCab-c_KCab,,720575940628783363,0.033900417599999996,0.029478624,0.019319896,activated,right,MBON,MBON07,MBON07,glutamate,,,,,
subtype_right_serotonin_enriched_kc_KCab-c_KCab,,720575940623381956,0.03199511025,0.027821835,0.01691014,activated,right,MBON,MBON07,MBON07,glutamate,,,,,
subtype_right_serotonin_enriched_kc_KCab-c_KCab,,720575940639697827,0.0269924182,0.023471668,0.018844716,activated,right,MBON,MBON14,MBON14,acetylcholine,,,,,
subtype_right_serotonin_enriched_kc_KCab-c_KCab,,720575940617749538,0.0256621741,0.022314934,0.0050418116,activated,right,MBON,MBON11,MBON11,gaba,,,,,
subtype_right_serotonin_enriched_kc_KCab-c_KCab,,720575940614026193,0.025152798849999998,0.021871999,0.016575325,activated,right,MBON,MBON14,MBON14,acetylcholine,,,,,
subtype_right_serotonin_enriched_kc_KCab-c_KCab,,720575940621164720,0.022708043749999997,0.019746125,-0.019746125,suppressed,left,MBON,MBON05,MBON05,acetylcholine,,,,,
subtype_right_serotonin_enriched_kc_KCab-c_KCab,,720575940617552340,0.0224067679,0.019484146,0.014896629,activated,right,MBON,MBON02,MBON02,gaba,,,,,
subtype_right_serotonin_enriched_kc_KCab-c_KCab,,720575940618943389,0.020555952,0.01712996,0.01355396,activated,right,DAN,PPL106,PPL106,dopamine,,,,,
subtype_right_serotonin_enriched_kc_KCab-m_KCab,,720575940613583001,0.169625025,0.13570002,0.08253898,activated,right,MBIN,APL,APL,gaba,,,,,
subtype_right_serotonin_enriched_kc_KCab-m_KCab,,720575940625934094,0.10856778750000001,0.08685423,0.025306523,activated,right,MBIN,DPM,DPM,dopamine,,,,,
subtype_right_serotonin_enriched_kc_KCab-m_KCab,,720575940623381956,0.04338220095,0.037723653,0.028253257,activated,right,MBON,MBON07,MBON07,glutamate,,,,,
subtype_right_serotonin_enriched_kc_KCab-m_KCab,,720575940639697827,0.042124017,0.03662958,0.032889277,activated,right,MBON,MBON14,MBON14,acetylcholine,,,,,
subtype_right_serotonin_enriched_kc_KCab-m_KCab,,720575940622997453,0.041332633,0.03594142,0.030035492,activated,right,MBON,MBON18,MBON18,acetylcholine,,,,,
subtype_right_serotonin_enriched_kc_KCab-m_KCab,,720575940635063135,0.040678122,0.03537228,0.015309984,activated,right,MBON,MBON22,MBON22,acetylcholine,,,,,
subtype_right_serotonin_enriched_kc_KCab-m_KCab,,720575940628783363,0.040196961999999996,0.03495388,0.0265246,activated,right,MBON,MBON07,MBON07,glutamate,,,,,
subtype_right_serotonin_enriched_kc_KCab-m_KCab,,720575940614026193,0.0369920661,0.032167014,0.027999483,activated,right,MBON,MBON14,MBON14,acetylcholine,,,,,
subtype_right_serotonin_enriched_kc_KCab-m_KCab,,720575940617749538,0.031838831,0.02768594,0.01519905,activated,right,MBON,MBON11,MBON11,gaba,,,,,
subtype_right_serotonin_enriched_kc_KCab-m_KCab,,720575940617552340,0.02252520065,0.019587131,0.016100379,activated,right,MBON,MBON02,MBON02,gaba,,,,,
subtype_right_serotonin_enriched_kc_KCab-m_KCab,,720575940621164720,0.0196116446,0.017053604,-0.017053604,suppressed,left,MBON,MBON05,MBON05,acetylcholine,,,,,
subtype_right_serotonin_enriched_kc_KCab-m_KCab,,720575940638163428,0.0194297399,0.016895426,0.008295756,activated,left,MBON,MBON06,MBON06,glutamate,,,,,
subtype_right_serotonin_enriched_kc_KCab-p_KCab-p,,720575940613583001,0.206586325,0.16526906,0.116230756,activated,right,MBIN,APL,APL,gaba,,,,,
subtype_right_serotonin_enriched_kc_KCab-p_KCab-p,,720575940625934094,0.149230175,0.11938414,0.05636802,activated,right,MBIN,DPM,DPM,dopamine,,,,,
subtype_right_serotonin_enriched_kc_KCab-p_KCab-p,,720575940628783363,0.03405355735,0.029611789,0.021624438,activated,right,MBON,MBON07,MBON07,glutamate,,,,,
subtype_right_serotonin_enriched_kc_KCab-p_KCab-p,,720575940623381956,0.0307414504,0.026731696,0.017355286,activated,right,MBON,MBON07,MBON07,glutamate,,,,,
subtype_right_serotonin_enriched_kc_KCab-p_KCab-p,,720575940638163428,0.029616587099999998,0.025753554,0.01714189,activated,left,MBON,MBON06,MBON06,glutamate,,,,,
subtype_right_serotonin_enriched_kc_KCab-p_KCab-p,,720575940618842929,0.0292806564,0.024400547,0.024028713,activated,left,DAN,PAM09,PAM09,dopamine,,,,,
subtype_right_serotonin_enriched_kc_KCab-p_KCab-p,,720575940621861637,0.027413481599999998,0.022844568,0.022391351,activated,right,DAN,PAM09,PAM09,dopamine,,,,,
subtype_right_serotonin_enriched_kc_KCab-p_KCab-p,,720575940614026193,0.020699609,0.01799966,0.013576154,activated,right,MBON,MBON14,MBON14,acetylcholine,,,,,
subtype_right_serotonin_enriched_kc_KCab-p_KCab-p,,720575940621164720,0.019742993,0.01716782,-0.01716782,suppressed,left,MBON,MBON05,MBON05,acetylcholine,,,,,
subtype_right_serotonin_enriched_kc_KCab-p_KCab-p,,720575940617749538,0.01638713315,0.014249681,0.0006445707,activated,right,MBON,MBON11,MBON11,gaba,,,,,
subtype_right_serotonin_enriched_kc_KCab-p_KCab-p,,720575940617552340,0.015113819799999999,0.013142452,0.00949681,activated,right,MBON,MBON02,MBON02,gaba,,,,,
subtype_right_serotonin_enriched_kc_KCab-p_KCab-p,,720575940618943389,0.014566955999999999,0.01213913,0.0093085915,activated,right,DAN,PPL106,PPL106,dopamine,,,,,
subtype_right_serotonin_enriched_kc_KCab-s_KCab,,720575940613583001,0.1533784875,0.12270279,0.073658615,activated,right,MBIN,APL,APL,gaba,,,,,
subtype_right_serotonin_enriched_kc_KCab-s_KCab,,720575940625934094,0.112233725,0.08978698,0.029636312,activated,right,MBIN,DPM,DPM,dopamine,,,,,
subtype_right_serotonin_enriched_kc_KCab-s_KCab,,720575940614026193,0.04911428395,0.042708073,0.038757894,activated,right,MBON,MBON14,MBON14,acetylcholine,,,,,
subtype_right_serotonin_enriched_kc_KCab-s_KCab,,720575940628783363,0.042195492949999996,0.036691733,0.028868658,activated,right,MBON,MBON07,MBON07,glutamate,,,,,
subtype_right_serotonin_enriched_kc_KCab-s_KCab,,720575940623381956,0.0420570985,0.03657139,0.027356796,activated,right,MBON,MBON07,MBON07,glutamate,,,,,
subtype_right_serotonin_enriched_kc_KCab-s_KCab,,720575940639697827,0.04037561794999999,0.035109233,0.03155162,activated,right,MBON,MBON14,MBON14,acetylcholine,,,,,
subtype_right_serotonin_enriched_kc_KCab-s_KCab,,720575940622997453,0.034368514749999995,0.029885665,0.024249263,activated,right,MBON,MBON18,MBON18,acetylcholine,,,,,
subtype_right_serotonin_enriched_kc_KCab-s_KCab,,720575940617749538,0.027993035499999996,0.02434177,0.012654969,activated,right,MBON,MBON11,MBON11,gaba,,,,,
subtype_right_serotonin_enriched_kc_KCab-s_KCab,,720575940617552340,0.02739332545,0.023820283,0.020655943,activated,right,MBON,MBON02,MBON02,gaba,,,,,
subtype_right_serotonin_enriched_kc_KCab-s_KCab,,720575940638163428,0.025286179299999996,0.021987982,0.013920616,activated,left,MBON,MBON06,MBON06,glutamate,,,,,
subtype_right_serotonin_enriched_kc_KCab-s_KCab,,720575940618943389,0.0241190916,0.020099243,0.017601222,activated,right,DAN,PPL106,PPL106,dopamine,,,,,
subtype_right_serotonin_enriched_kc_KCab-s_KCab,,720575940635063135,0.020589534449999995,0.017903943,-0.002942028,suppressed,right,MBON,MBON22,MBON22,acetylcholine,,,,,
subtype_right_serotonin_enriched_kc_KCg-d_KCg-d,,720575940613583001,0.2054944125,0.16439553,0.1029882,activated,right,MBIN,APL,APL,gaba,,,,,
subtype_right_serotonin_enriched_kc_KCg-d_KCg-d,,720575940625934094,0.1165909375,0.09327275,0.031543255,activated,right,MBIN,DPM,DPM,dopamine,,,,,
subtype_right_serotonin_enriched_kc_KCg-d_KCg-d,,720575940621164720,0.093177899,0.08102426,0.04850179,activated,left,MBON,MBON05,MBON05,acetylcholine,,,,,
subtype_right_serotonin_enriched_kc_KCg-d_KCg-d,,720575940618249797,0.0693796265,0.06033011,0.058551848,activated,right,MBON,MBON27,MBON27,acetylcholine,,,,,
subtype_right_serotonin_enriched_kc_KCg-d_KCg-d,,720575940617749538,0.0424159468,0.036883432,0.024694538,activated,right,MBON,MBON11,MBON11,gaba,,,,,
subtype_right_serotonin_enriched_kc_KCg-d_KCg-d,,720575940630864847,0.0331066945,0.02878843,0.021649398,activated,right,MBON,MBON09,MBON09,gaba,,,,,
subtype_right_serotonin_enriched_kc_KCg-d_KCg-d,,720575940610964946,0.030614926249999997,0.026621675,0.019583423,activated,right,MBON,MBON09,MBON09,gaba,,,,,
subtype_right_serotonin_enriched_kc_KCg-d_KCg-d,,720575940643309197,0.0212283169,0.018459406,0.010978337,activated,left,MBON,MBON01,MBON01,glutamate,,,,,
subtype_right_serotonin_enriched_kc_KCg-d_KCg-d,,720575940635063135,0.01870793435,0.016267769,-0.0050814277,suppressed,right,MBON,MBON22,MBON22,acetylcholine,,,,,
subtype_right_serotonin_enriched_kc_KCg-d_KCg-d,,720575940638526278,0.013145600549999999,0.011430957,0.009764214,activated,right,MBON,MBON32,MBON32,gaba,,,,,
subtype_right_serotonin_enriched_kc_KCg-d_KCg-d,,720575940607155890,0.01226230395,0.010662873,0.006755016,activated,right,MBON,MBON26,MBON26,acetylcholine,,,,,
subtype_right_serotonin_enriched_kc_KCg-d_KCg-d,,720575940637934308,0.011212251599999999,0.009749784,0.00033265632,activated,right,MBON,MBON30,MBON30,glutamate,,,,,
subtype_right_serotonin_enriched_kc_KCg-m_KCg-m,,720575940613583001,0.2299201125,0.18393609,0.123144485,activated,right,MBIN,APL,APL,gaba,,,,,
subtype_right_serotonin_enriched_kc_KCg-m_KCg-m,,720575940625934094,0.14041325,0.1123306,0.049998686,activated,right,MBIN,DPM,DPM,dopamine,,,,,
subtype_right_serotonin_enriched_kc_KCg-m_KCg-m,,720575940621164720,0.1003145345,0.08723003,0.054486006,activated,left,MBON,MBON05,MBON05,acetylcholine,,,,,
subtype_right_serotonin_enriched_kc_KCg-m_KCg-m,,720575940617749538,0.0537984536,0.046781264,0.034633428,activated,right,MBON,MBON11,MBON11,gaba,,,,,
subtype_right_serotonin_enriched_kc_KCg-m_KCg-m,,720575940610964946,0.0377437705,0.03282067,0.025900636,activated,right,MBON,MBON09,MBON09,gaba,,,,,
subtype_right_serotonin_enriched_kc_KCg-m_KCg-m,,720575940630864847,0.03365013965,0.029260991,0.02224561,activated,right,MBON,MBON09,MBON09,gaba,,,,,
subtype_right_serotonin_enriched_kc_KCg-m_KCg-m,,720575940635063135,0.032411657499999996,0.02818405,0.006343124,activated,right,MBON,MBON22,MBON22,acetylcholine,,,,,
subtype_right_serotonin_enriched_kc_KCg-m_KCg-m,,720575940637934308,0.028033582199999997,0.024377028,0.015222439,activated,right,MBON,MBON30,MBON30,glutamate,,,,,
subtype_right_serotonin_enriched_kc_KCg-m_KCg-m,,720575940621040737,0.018347073,0.0152892275,0.010477328,activated,left,DAN,PPL101,PPL101,dopamine,,,,,
subtype_right_serotonin_enriched_kc_KCg-m_KCg-m,,720575940621777391,0.017102345749999998,0.014871605,0.010894949,activated,right,MBON,MBON21,MBON21,acetylcholine,,,,,
subtype_right_serotonin_enriched_kc_KCg-m_KCg-m,,720575940643309197,0.01623837835,0.014120329,0.0064929132,activated,left,MBON,MBON01,MBON01,glutamate,,,,,
subtype_right_serotonin_enriched_kc_KCg-m_KCg-m,,720575940638526278,0.01488834735,0.012946389,0.011274169,activated,right,MBON,MBON32,MBON32,gaba,,,,,
